Organism	Genome Source	Genome Version/Assembly ID	Is Reference Strain	Contigs	Supercontigs	Chromosomes	Species	Strain	VEuPathDB Project	taxId	asmId	genBank	refSeq	identical	sciName	comName	ucscBrowser
Hamiltosporidium magnivora BE-OM-2	INSDC	GCA_004325065.1	yes	0	3550	0	Hamiltosporidium magnivora	BE-OM-2	MicrosporidiaDB	148818.0	GCA_004325065.1_BEOM2_v1	GCA_004325065.1		False	Hamiltosporidium magnivora	microsporidians H.magnivora (BE-OM-2 2019)	https://genome.ucsc.edu/h/GCA_004325065.1
Hamiltosporidium magnivora IL-BN-2	INSDC	GCA_004325035.1	no	0	3833	0	Hamiltosporidium magnivora	IL-BN-2	MicrosporidiaDB	148818.0	GCA_004325035.1_ASM432503v1	GCA_004325035.1		False	Hamiltosporidium magnivora	microsporidians H.magnivora (IL-BN-2 2019)	https://genome.ucsc.edu/h/GCA_004325035.1
Hamiltosporidium tvaerminnensis FI-OER-3-3	INSDC	GCA_004325045.1	yes	0	2915	0	Hamiltosporidium tvaerminnensis	FI-OER-3-3	MicrosporidiaDB	1176355.0	GCA_004325045.1_FIOER33_v1	GCA_004325045.1		False	Hamiltosporidium tvaerminnensis	microsporidians H.tvaerminnensis (FI-OER-3-3 2019)	https://genome.ucsc.edu/h/GCA_004325045.1
Hamiltosporidium tvaerminnensis IL-G-3	INSDC	GCA_004325075.1	no	0	2738	0	Hamiltosporidium tvaerminnensis	IL-G-3	MicrosporidiaDB	1176355.0	GCA_004325075.1_ILG3_v1	GCA_004325075.1		False	Hamiltosporidium tvaerminnensis	microsporidians H.tvaerminnensis (IL-G-3 2019)	https://genome.ucsc.edu/h/GCA_004325075.1
Hanseniaspora uvarum strain AWRI3580	INSDC	GCA_001747055.1	yes	0	18	0	Hanseniaspora uvarum	strain AWRI3580	FungiDB	29833.0	GCA_001747055.1_ASM174705v1	GCA_001747055.1		False	Hanseniaspora uvarum	budding yeast H.uvarum (AWRI3580 2016)	https://genome.ucsc.edu/h/GCA_001747055.1
Hemileia vastatrix Race XXXIII	INSDC	GCA_004125335.1	yes	0	116756	0	Hemileia vastatrix	Race XXXIII	FungiDB	203904.0	GCA_004125335.1_ASM412533v1	GCA_004125335.1		False	Hemileia vastatrix	coffee rust fungus (Race XXXIII 2019)	https://genome.ucsc.edu/h/GCA_004125335.1
Ixodes ricinus Charles River	INSDC	GCA_000973045.2	yes	0	204516	0	Ixodes ricinus	Charles River	VectorBase	34613.0	GCA_000973045.2_ASM97304v2	GCA_000973045.2		False	Ixodes ricinus	castor bean tick (Charles River 2016)	https://genome.ucsc.edu/h/GCA_000973045.2
Ixodes scapularis ISE6	INSDC	GCA_002892825.2	no	0	6476	0	Ixodes scapularis	ISE6	VectorBase	6945.0	GCF_002892825.2_ISE6_asm2.2_deduplicated	GCA_002892825.2	GCF_002892825.2	False	Ixodes scapularis	black-legged tick (JCVI 2018)	https://genome.ucsc.edu/h/GCF_002892825.2
Ixodes scapularis PalLabHiFi	INSDC	GCF_016920785.2	yes	0	648	0	Ixodes scapularis	PalLabHiFi	VectorBase	6945.0	GCF_016920785.2_ASM1692078v2	GCA_016920785.2	GCF_016920785.2	True	Ixodes scapularis	black-legged tick (U.Maryland v2 2021)	https://genome.ucsc.edu/h/GCF_016920785.2
Ixodes scapularis Wikel	INSDC	GCA_000208615.1	no	0	369492	0	Ixodes scapularis	Wikel	VectorBase	6945.0	GCF_000208615.1_JCVI_ISG_i3_1.0	GCA_000208615.1	GCF_000208615.1	True	Ixodes scapularis	black-legged tick (Wikel colony 2008)	https://genome.ucsc.edu/h/GCF_000208615.1
Leishmania amazonensis MHOM/BR/71973/M2269	GenBank	GCA_000438535.1	yes	0	2627	0	Leishmania amazonensis	MHOM/BR/71973/M2269	TriTrypDB	5659.0	GCA_000438535.1_LeiAma1.0	GCA_000438535.1		False	Leishmania amazonensis	Leishmania amazonensis (2013)	https://genome.ucsc.edu/h/GCA_000438535.1
Leishmania amazonensis strain PH8	INSDC	GCA_025688915.1	no	0	42	34	Leishmania amazonensis	strain PH8	TriTrypDB	5659.0	GCA_025688915.1_ASM2568891v1	GCA_025688915.1		False	Leishmania amazonensis	Leishmania amazonensis (PH8 2022)	https://genome.ucsc.edu/h/GCA_025688915.1
Leishmania arabica strain LEM1108	GenBank	GCA_000410695.2	yes	0	132	36	Leishmania arabica	strain LEM1108	TriTrypDB	40284.0	GCA_000410695.2_Leishmania_arabica_LEM1108-1.0.3	GCA_000410695.2		False	Leishmania arabica	Leishmania arabica (LEM1108 2016)	https://genome.ucsc.edu/h/GCA_000410695.2
Leishmania donovani strain BHU 1220	GenBank	GCA_000470725.1	no	0	0	36	Leishmania donovani	strain BHU 1220	TriTrypDB	5661.0	GCA_000470725.1_BHU1220	GCA_000470725.1		False	Leishmania donovani	Leishmania donovani (BHU 1220 2013)	https://genome.ucsc.edu/h/GCA_000470725.1
Leishmania donovani CL-SL	GenBank	GCA_003719575.1	no	0	0	36	Leishmania donovani	CL-SL	TriTrypDB	5661.0	GCA_003719575.1_ASM371957v1	GCA_003719575.1		False	Leishmania donovani	Leishmania donovani (LdCL 2018)	https://genome.ucsc.edu/h/GCA_003719575.1
Leishmania donovani HU3	INSDC	GCA_900635355.2	no	0	0	36	Leishmania donovani	HU3	TriTrypDB	5661.0	GCA_900635355.2_LDHU3_new	GCA_900635355.2		False	Leishmania donovani	Leishmania donovani (2020)	https://genome.ucsc.edu/h/GCA_900635355.2
Leishmania enriettii strain LEM3045	GenBank	GCA_000410755.2	yes	0	459	36	Leishmania enriettii	strain LEM3045	TriTrypDB	5663.0	GCA_000410755.2_Leishmania_enrietti_LEM3045-1.0.2	GCA_000410755.2		False	Leishmania enriettii	Leishmania enriettii (LEM3045 2016)	https://genome.ucsc.edu/h/GCA_000410755.2
Leishmania enriettii MCAV/BR/2001/CUR178	INSDC	GCA_017916305.1	no	0	18	36	Leishmania enriettii	MCAV/BR/2001/CUR178	TriTrypDB	5663.0	GCA_017916305.1_LU_Lenr_1.0	GCA_017916305.1		False	Leishmania enriettii	Leishmania enriettii (CUR178 2021)	https://genome.ucsc.edu/h/GCA_017916305.1
Leishmania gerbilli strain LEM452	GenBank	GCA_000443025.1	yes	0	106	36	Leishmania gerbilli	strain LEM452	TriTrypDB	40285.0	GCA_000443025.1_Leishmania_gerbilii_LEM452-1.0.2	GCA_000443025.1		False	Leishmania gerbilli	Leishmania gerbilli (LEM452 2013)	https://genome.ucsc.edu/h/GCA_000443025.1
Lutzomyia longipalpis Jacobina	INSDC	GCA_000265325.1	no	0	11532	0	Lutzomyia longipalpis	Jacobina	VectorBase	7200.0	GCA_000265325.1_Llon_1.0	GCA_000265325.1		False	Lutzomyia longipalpis	fly L.longipalpis (2012)	https://genome.ucsc.edu/h/GCA_000265325.1
Lutzomyia longipalpis M1	INSDC	GCF_024334085.1	yes	0	0	4	Lutzomyia longipalpis	M1	VectorBase	7200.0	GCF_024334085.1_ASM2433408v1	GCA_024334085.1	GCF_024334085.1	True	Lutzomyia longipalpis	fly L.longipalpis (SR_M1_2022 2022)	https://genome.ucsc.edu/h/GCF_024334085.1
Leishmania major Friedlin 2021	INSDC	GCA_916722125.1	no	0	0	36	Leishmania major	Friedlin 2021	TriTrypDB	347515.0	GCA_916722125.1_LMJFC_annotationDEFINITIVO	GCA_916722125.1		False	Leishmania major strain Friedlin	Leishmania major strain (Friedlin 2021)	https://genome.ucsc.edu/h/GCA_916722125.1
Leishmania martiniquensis LEM2494	GenBank	GCA_000409445.2	yes	0	215	36	Leishmania martiniquensis	LEM2494	TriTrypDB	1303197.0	GCA_000409445.2_Leishmania_MAR_LEM2494-1.0.3	GCA_000409445.2		False	Leishmania sp. MAR LEM2494	Leishmania sp. MAR (LEM2494 2016)	https://genome.ucsc.edu/h/GCA_000409445.2
Leishmania orientalis MHOM/TH/2014/LSCM4	INSDC	GCA_017916335.1	yes	0	62	36	Leishmania orientalis	MHOM/TH/2014/LSCM4	TriTrypDB	2249476.0	GCF_017916335.1_LU_Lori_1.0	GCA_017916335.1	GCF_017916335.1	True	Leishmania orientalis	Leishmania orientalis (LSCM4 2021)	https://genome.ucsc.edu/h/GCF_017916335.1
Leishmania panamensis strain MHOM/PA/94/PSC-1	GenBank	GCA_000755165.1	no	0	0	35	Leishmania panamensis	strain MHOM/PA/94/PSC-1	TriTrypDB	5679.0	GCF_000755165.1_ASM75516v1	GCA_000755165.1	GCF_000755165.1	True	Leishmania panamensis	Leishmania panamensis (MHOM/PA/94/PSC-1 2014 kinetoplastids)	https://genome.ucsc.edu/h/GCF_000755165.1
Lomentospora prolificans JHH-5317	GenBank	GCA_002276285.1	yes	1624	0	0	Lomentospora prolificans	JHH-5317	FungiDB	41688.0	GCA_002276285.1_Lprolificans_pilon	GCA_002276285.1		False	Lomentospora prolificans	ascomycetes L.prolificans (JHH-5317 2017)	https://genome.ucsc.edu/h/GCA_002276285.1
Leptomonas pyrrhocoris H10	GenBank	GCA_001293395.1	yes	0	25	35	Leptomonas pyrrhocoris	H10	TriTrypDB	157538.0	GCF_001293395.1_ASM129339v1	GCA_001293395.1	GCF_001293395.1	True	Leptomonas pyrrhocoris	Leptomonas pyrrhocoris (H10 2015 kinetoplastids)	https://genome.ucsc.edu/h/GCF_001293395.1
Lichtheimia ramosa KPH11	INSDC	GCA_008728235.1	yes	0	0	10	Lichtheimia ramosa	KPH11	FungiDB	688394.0	GCA_008728235.1_ASM872823v1	GCA_008728235.1		False	Lichtheimia ramosa	fungi L.ramosa (KPH11 2019)	https://genome.ucsc.edu/h/GCA_008728235.1
Leptomonas seymouri ATCC 30220	GenBank	GCA_001299535.1	yes	1222	0	0	Leptomonas seymouri	ATCC 30220	TriTrypDB	5684.0	GCA_001299535.1_ASM129953v1	GCA_001299535.1		False	Leptomonas seymouri	Leptomonas seymouri (ATCC 30220 2015)	https://genome.ucsc.edu/h/GCA_001299535.1
Leishmania sp. Ghana MHOM/GH/2012/GH5	INSDC	GCA_017918215.1	yes	0	80	36	Leishmania sp. Ghana	MHOM/GH/2012/GH5	TriTrypDB	2803181.0	GCA_017918215.1_LU_Lgha_1.0	GCA_017918215.1		False	Leishmania sp. Ghana 2012 LV757	Leishmania sp. Ghana 2012 LV757 (GH5 2021)	https://genome.ucsc.edu/h/GCA_017918215.1
Leishmania sp. Namibia MPRO/NA/1975/252/LV425	INSDC	GCA_017918225.1	yes	0	31	36	Leishmania sp. Namibia	MPRO/NA/1975/252/LV425	TriTrypDB	2802991.0	GCA_017918225.1_LU_LNam_1.0	GCA_017918225.1		False	Leishmania sp. Namibia	Leishmania sp. Namibia (253 2021)	https://genome.ucsc.edu/h/GCA_017918225.1
Leishmania tarentolae Parrot Tar II 2019	INSDC	GCA_009731335.1	no	0	179	0	Leishmania tarentolae	Parrot Tar II 2019	TriTrypDB	5689.0	GCA_009731335.1_Lta_assembly01	GCA_009731335.1		False	Leishmania tarentolae	Leishmania tarentolae (Parrot Tar II 2019)	https://genome.ucsc.edu/h/GCA_009731335.1
Leishmania turanica strain LEM423	GenBank	GCA_000441995.1	yes	0	183	36	Leishmania turanica	strain LEM423	TriTrypDB	62297.0	GCA_000441995.1_Leishmania_turanica_LEM423-1.0.2	GCA_000441995.1		False	Leishmania turanica	Leishmania turanica (LEM423 2013)	https://genome.ucsc.edu/h/GCA_000441995.1
Mitosporidium daphniae UGP3	GenBank	GCA_000760515.2	yes	0	610	0	Mitosporidium daphniae	UGP3	MicrosporidiaDB	1485682.0	GCF_000760515.2_UGP1.1	GCA_000760515.2	GCF_000760515.2	True	Mitosporidium daphniae	microsporidians M.daphniae	https://genome.ucsc.edu/h/GCF_000760515.2
Musca domestica aabys	INSDC	GCA_000371365.1	yes	0	20487	0	Musca domestica	aabys	VectorBase	7370.0	GCF_000371365.1_Musca_domestica-2.0.2	GCA_000371365.1	GCF_000371365.1	True	Musca domestica	house fly (aabys 2013 refseq)	https://genome.ucsc.edu/h/GCF_000371365.1
Musca domestica aabys 2023	INSDC	GCF_030504385.1	no	0	339	0	Musca domestica	aabys 2023	VectorBase	7370.0	GCF_030504385.1_Musca_domestica.polishedcontigs.V.1.1	GCA_030504385.2	GCF_030504385.1	False	Musca domestica	house fly (aabys 2023)	https://genome.ucsc.edu/h/GCF_030504385.1
Macaca fascicularis REF	INSDC	GCF_000364345.1	yes	0	7579	21	Macaca fascicularis	REF	HostDB	9541.0	GCF_000364345.1_Macaca_fascicularis_5.0	GCA_000364345.1	GCF_000364345.1	False	Macaca fascicularis	crab-eating macaque WashU 2013 refseq	https://genome.ucsc.edu/h/GCF_000364345.1
Monilinia fructicola CPMC6	INSDC	GCA_016906325.1	yes	0	99	0	Monilinia fructicola	CPMC6	FungiDB	38448.0	GCA_016906325.1_ASM1690632v1	GCA_016906325.1		False	Monilinia fructicola	ascomycetes M.fructicola (CPMC6 2021)	https://genome.ucsc.edu/h/GCA_016906325.1
Macaca mulatta isolate AG07107	INSDC	GCA_003339765.3	yes	0	2916	22	Macaca mulatta	isolate AG07107	HostDB	9544.0	GCF_003339765.1_Mmul_10	GCA_003339765.3	GCF_003339765.1	False	Macaca mulatta	Rhesus monkey (2019 U. Washington)	https://genome.ucsc.edu/h/GCF_003339765.1
Madurella mycetomatis mm55	INSDC	GCA_001275765.2	yes	0	804	0	Madurella mycetomatis	mm55	FungiDB	100816.0	GCA_001275765.2_ASM127576v2	GCA_001275765.2		False	Madurella mycetomatis	ascomycetes M.mycetomatis (mm55 2016)	https://genome.ucsc.edu/h/GCA_001275765.2
Myotis myotis mMyoMyo1	INSDC	GCF_014108235.1	yes	0	92	0	Myotis myotis	mMyoMyo1	HostDB	51298.0	GCF_014108235.1_mMyoMyo1.p	GCA_014108235.1	GCF_014108235.1	False	Myotis myotis	greater mouse-eared bat (2020 Bat1K)	https://genome.ucsc.edu/h/GCF_014108235.1
Malassezia pachydermatis CBS 1879	INSDC	GCA_001278385.1	yes	0	91	0	Malassezia pachydermatis	CBS 1879	FungiDB	77020.0	GCF_001278385.1_MalaPachy	GCA_001278385.1	GCF_001278385.1	True	Malassezia pachydermatis	basidiomycetes M.pachydermatis	https://genome.ucsc.edu/h/GCF_001278385.1
Malassezia restricta KCTC 27527	GenBank	GCA_003290485.1	yes	0	0	9	Malassezia restricta	KCTC 27527	FungiDB	76775.0	GCF_003290485.1_ASM329048v1	GCA_003290485.1	GCF_003290485.1	True	Malassezia restricta	basidiomycetes M.restricta	https://genome.ucsc.edu/h/GCF_003290485.1
Naganishia albida JCM2334	GenBank	GCA_001599735.1	no	74	0	0	Naganishia albida	JCM2334	FungiDB	100951.0	GCA_001599735.1_JCM_2334_assembly_v001	GCA_001599735.1		False	Naganishia albida	basidiomycetes N.albida (JCM 2334 2016)	https://genome.ucsc.edu/h/GCA_001599735.1
Naganishia albida NRRL Y-1402	GenBank	GCA_001444555.1	yes	834	0	0	Naganishia albida	NRRL Y-1402	FungiDB	100951.0	GCA_001444555.1_ASM144455v1	GCA_001444555.1		False	Naganishia albida	basidiomycetes N.albida (NRRL Y-1402 2015)	https://genome.ucsc.edu/h/GCA_001444555.1
Nematocida ausubeli ERTm2	GenBank	GCA_000250695.1	yes	0	202	0	Nematocida ausubeli	ERTm2	MicrosporidiaDB	1913371.0	GCA_000250695.1_Nema_parisii_ERTm2_V1	GCA_000250695.1		False	Nematocida ausubeli	microsporidians N.ausubeli (ERTm2 2012)	https://genome.ucsc.edu/h/GCA_000250695.1
Nematocida ausubeli ERTm6	GenBank	GCA_000738915.1	no	0	22	0	Nematocida ausubeli	ERTm6	MicrosporidiaDB	1913371.0	GCF_000738915.1_Nema_sp_1_ERTm6_V2	GCA_000738915.1	GCF_000738915.1	True	Nematocida ausubeli	microsporidians N.ausubeli (ERTm6 2014)	https://genome.ucsc.edu/h/GCF_000738915.1
Nosema ceranae BRL	INSDC	GCA_004919615.1	no	0	110	0	Nosema ceranae	BRL	MicrosporidiaDB	40302.0	GCA_004919615.1_Ncer_3.0	GCA_004919615.1		False	Vairimorpha ceranae	microsporidians V.ceranae (BRL 2019)	https://genome.ucsc.edu/h/GCA_004919615.1
Nosema ceranae strain PA08_1199	GenBank	GCA_000988165.1	no	536	0	0	Nosema ceranae	strain PA08_1199	MicrosporidiaDB	40302.0	GCF_000988165.1_ASM98816v1	GCA_000988165.1	GCF_000988165.1	True	Vairimorpha ceranae	microsporidians N.ceranae	https://genome.ucsc.edu/h/GCF_000988165.1
Nematocida displodere strain JUm2807	GenBank	GCA_001642395.1	yes	40	0	0	Nematocida displodere	strain JUm2807	MicrosporidiaDB	1805483.0	GCA_001642395.1_ASM164239v1	GCA_001642395.1		False	Nematocida displodere	microsporidians N.displodere (JUm2807 2016)	https://genome.ucsc.edu/h/GCA_001642395.1
Naegleria fowleri strain ATCC 30894	INSDC	GCA_008403515.1	no	0	81	0	Naegleria fowleri	strain ATCC 30894	AmoebaDB	5763.0	GCF_008403515.1_ASM840351v1	GCA_008403515.1	GCF_008403515.1	False	Naegleria fowleri	brain-eating amoeba (ATCC 30894 2019)	https://genome.ucsc.edu/h/GCF_008403515.1
Nakaseomyces glabratus BG2	INSDC	GCA_014217725.1	no	0	0	13	Nakaseomyces glabratus	BG2	FungiDB	5478.0	GCA_014217725.1_ASM1421772v1	GCA_014217725.1		False	Nakaseomyces glabratus	budding yeast N.glabratus (BG2 2020)	https://genome.ucsc.edu/h/GCA_014217725.1
Nakaseomyces glabratus BG3993	INSDC	GCA_020450195.1	no	0	0	13	Nakaseomyces glabratus	BG3993	FungiDB	5478.0	GCA_020450195.1_ASM2045019v1	GCA_020450195.1		False	Nakaseomyces glabratus	budding yeast N.glabratus (BG3993 2021)	https://genome.ucsc.edu/h/GCA_020450195.1
Nakaseomyces glabratus CBS138 2020	INSDC	GCA_010111755.1	no	0	0	13	Nakaseomyces glabratus	CBS138 2020	FungiDB	5478.0	GCF_010111755.1_ASM1011175v1	GCA_010111755.1	GCF_010111755.1	True	Nakaseomyces glabratus	budding yeast N.glabratus (ATCC 2001 2020)	https://genome.ucsc.edu/h/GCF_010111755.1
Nosema granulosis Ou3-Ou53	INSDC	GCA_015832245.1	yes	0	1754	0	Nosema granulosis	Ou3-Ou53	MicrosporidiaDB	83296.0	GCA_015832245.1_ASM1583224v1	GCA_015832245.1		False	Nosema granulosis	microsporidians N.granulosis (Ou3-Ou53 2020)	https://genome.ucsc.edu/h/GCA_015832245.1
Naegleria lovaniensis strain ATCC 30569	INSDC	GCA_003324165.2	yes	0	109	0	Naegleria lovaniensis	strain ATCC 30569	AmoebaDB	51637.0	GCF_003324165.1_Nlova_2.1	GCA_003324165.2	GCF_003324165.1	False	Naegleria lovaniensis	N.lovaniensis (ATCC 30569 2021)	https://genome.ucsc.edu/h/GCF_003324165.1
Nematocida major JUm2507	INSDC	GCA_021653875.1	yes	0	111	0	Nematocida major	JUm2507	MicrosporidiaDB	1912982.0	GCF_021653875.1_ASM2165387v1	GCA_021653875.1	GCF_021653875.1	True	Nematocida major	microsporidians N.major (JUm2507 2022)	https://genome.ucsc.edu/h/GCF_021653875.1
Plasmodium adleri G01	GenBank	GCA_900097015.1	yes	68	0	14	Plasmodium adleri	G01	PlasmoDB	880535.0	GCF_900097015.1_PADLG01	GCA_900097015.1	GCF_900097015.1	True	Plasmodium sp. gorilla clade G2	apicomplexans P.sp. gorilla clade G2 (2018)	https://genome.ucsc.edu/h/GCF_900097015.1
Podosphaera aphanis DRCT72020	INSDC	GCA_022627015.2	yes	0	12702	0	Podosphaera aphanis	DRCT72020	FungiDB	79252.0	GCA_022627015.2_ASM2262701v2	GCA_022627015.2		False	Podosphaera aphanis	powdery mildews (DRCT72020 2022)	https://genome.ucsc.edu/h/GCA_022627015.2
Phlebotomus argentipes India	INSDC	GCF_947086385.1	yes	0	64	0	Phlebotomus argentipes	India	VectorBase	94469.0	GCF_947086385.1_Phlebotomus_argentipes_genome_assembly	GCA_947086385.1	GCF_947086385.1	True	Phlebotomus argentipes	fly P.argentipes (2022)	https://genome.ucsc.edu/h/GCF_947086385.1
Phialophora attinorum CBS 131958	INSDC	GCF_001299255.1	yes	0	131	0	Phialophora attinorum	CBS 131958	FungiDB	1664694.0	GCF_001299255.1_ASM129925v1	GCA_001299255.1	GCF_001299255.1	True	Phialophora attinorum	ascomycetes P.attinorum	https://genome.ucsc.edu/h/GCF_001299255.1
Plasmodium brasilianum strain Bolivian I	INSDC	GCA_023973825.1	yes	0	29	14	Plasmodium brasilianum	strain Bolivian I	PlasmoDB	5824.0	GCF_023973825.1_ASM2397382v1	GCA_023973825.1	GCF_023973825.1	False	Plasmodium brasilianum	apicomplexans P.brasilianum (Bolivian I 2022)	https://genome.ucsc.edu/h/GCF_023973825.1
Pneumocystis canis CanA	INSDC	GCA_017788925.1	yes	0	33	0	Pneumocystis canis	CanA	FungiDB	2698477.0	GCA_017788925.1_ASM1778892v1	GCA_017788925.1		False	Pneumocystis canis	ascomycetes P.canis (CanA 2021)	https://genome.ucsc.edu/h/GCA_017788925.1
Plasmodium coatneyi Hackeri	GenBank	GCA_001680005.1	yes	0	0	14	Plasmodium coatneyi	Hackeri	PlasmoDB	208452.0	GCF_001680005.1_ASM168000v1	GCA_001680005.1	GCF_001680005.1	True	Plasmodium coatneyi	apicomplexans P.coatneyi (Hackeri 2016)	https://genome.ucsc.edu/h/GCF_001680005.1
Podospora comata strain T mat+	INSDC	GCA_900290415.1	yes	0	0	7	Podospora comata	strain T mat+	FungiDB	48703.0	GCA_900290415.1_version1	GCA_900290415.1		False	Podospora comata	ascomycetes P.comata (T 2018)	https://genome.ucsc.edu/h/GCA_900290415.1
Paratrypanosoma confusum CUL13	GenBank	GCA_002921335.1	yes	1922	266	0	Paratrypanosoma confusum	CUL13	TriTrypDB	1470209.0	GCA_002921335.1_ASM292133v1	GCA_002921335.1		False	Paratrypanosoma confusum	Paratrypanosoma confusum (CUL13MS 2018)	https://genome.ucsc.edu/h/GCA_002921335.1
Penicillium expansum d1	INSDC	GCA_000769735.1	yes	0	270	0	Penicillium expansum	d1	FungiDB	27334.0	GCA_000769735.1_ASM76973v1	GCA_000769735.1		False	Penicillium expansum	ascomycetes P.expansum (d1 2014)	https://genome.ucsc.edu/h/GCA_000769735.1
Plasmodium fragile strain nilgiri	GenBank	GCA_000956335.1	yes	0	247	0	Plasmodium fragile	strain nilgiri	PlasmoDB	5857.0	GCF_000956335.1_Plas_frag_nilgiri_V1	GCA_000956335.1	GCF_000956335.1	True	Plasmodium fragile	apicomplexans P.fragile (nilgiri 2015)	https://genome.ucsc.edu/h/GCF_000956335.1
Plasmodium gaboni strain SY75	GenBank	GCA_001602025.1	yes	818	0	14	Plasmodium gaboni	strain SY75	PlasmoDB	647221.0	GCF_001602025.1_ASM160202v1	GCA_001602025.1	GCF_001602025.1	True	Plasmodium gaboni	apicomplexans P.gaboni (SY75 2016)	https://genome.ucsc.edu/h/GCF_001602025.1
Plasmodium gallinaceum 8A	GenBank	GCA_900005855.1	yes	152	0	0	Plasmodium gallinaceum	8A	PlasmoDB	5849.0	GCF_900005855.1_PGAL8A	GCA_900005855.1	GCF_900005855.1	False	Plasmodium gallinaceum	apicomplexans P.gallinaceum (8A 2016)	https://genome.ucsc.edu/h/GCF_900005855.1
Porcisia hertigi MCOE/PA/1965/C119	INSDC	GCA_017918235.1	yes	0	38	36	Porcisia hertigi	MCOE/PA/1965/C119	TriTrypDB	2761500.0	GCA_017918235.1_LU_Pher_1.0	GCA_017918235.1		False	Porcisia hertigi	Porcisia hertigi (C119 2021)	https://genome.ucsc.edu/h/GCA_017918235.1
Pediculus humanus USDA	INSDC	GCA_000006295.1	yes	0	1882	0	Pediculus humanus	USDA	VectorBase	121224.0	GCF_000006295.1_JCVI_LOUSE_1.0	GCA_000006295.1	GCF_000006295.1	True	Pediculus humanus corporis	human body louse	https://genome.ucsc.edu/h/GCF_000006295.1
Pichia kudriavzevii strain CBS5147	INSDC	GCA_003054405.1	no	0	0	5	Pichia kudriavzevii	strain CBS5147	FungiDB	4909.0	GCA_003054405.1_ASM305440v1	GCA_003054405.1		False	Pichia kudriavzevii	budding yeast P.kudriavzevii (CBS5147 2018)	https://genome.ucsc.edu/h/GCA_003054405.1
Pichia kudriavzevii strain CBS573	INSDC	GCA_003054445.1	yes	0	0	5	Pichia kudriavzevii	strain CBS573	FungiDB	4909.0	GCF_003054445.1_ASM305444v1	GCA_003054445.1	GCF_003054445.1	False	Pichia kudriavzevii	budding yeast P.kudriavzevii	https://genome.ucsc.edu/h/GCF_003054445.1
Pneumocystis sp. macacae isolate P2C	INSDC	GCA_018127085.1	yes	0	3	16	Pneumocystis sp. 'macacae'	P2C	FungiDB	2698480.0	GCA_018127085.1_P2C.v1.0	GCA_018127085.1		False	Pneumocystis sp. 'macacae'	ascomycetes P.sp. 'macacae' (P2C 2021)	https://genome.ucsc.edu/h/GCA_018127085.1
Plasmodium malariae UG01	GenBank	GCA_900090045.1	yes	47	0	14	Plasmodium malariae	UG01	PlasmoDB	5858.0	GCF_900090045.1_PmUG01	GCA_900090045.1	GCF_900090045.1	False	Plasmodium malariae	Plasmodium malariae (2016)	https://genome.ucsc.edu/h/GCF_900090045.1
Pseudoloma neurophilia strain MK1	GenBank	GCA_001432165.1	yes	1603	0	0	Pseudoloma neurophilia	strain MK1	MicrosporidiaDB	146866.0	GCA_001432165.1_ASM143216v1	GCA_001432165.1		False	Pseudoloma neurophilia	microsporidians P.neurophilia (MK1 2015)	https://genome.ucsc.edu/h/GCA_001432165.1
Pneumocystis oryctolagi CS1	INSDC	GCA_017311285.1	yes	0	38	0	Pneumocystis oryctolagi	CS1	FungiDB	42067.0	GCA_017311285.1_Pneumocystis_oryctolagi_MERGE_1.1	GCA_017311285.1		False	Pneumocystis oryctolagi	ascomycetes P.oryctolagi (RABM 2021)	https://genome.ucsc.edu/h/GCA_017311285.1
Phlebotomus papatasi Israel	INSDC	GCA_000262795.1	no	0	106826	0	Phlebotomus papatasi	Israel	VectorBase	29031.0	GCA_000262795.1_Ppap_1.0	GCA_000262795.1		False	Phlebotomus papatasi	fly P.papatasi (2012)	https://genome.ucsc.edu/h/GCA_000262795.1
Phlebotomus papatasi M1	INSDC	GCF_024763615.1	yes	0	640	5	Phlebotomus papatasi	M1	VectorBase	29031.0	GCF_024763615.1_Ppap_2.1	GCA_024763615.2	GCF_024763615.1	False	Phlebotomus papatasi	fly P.papatasi (M1 2022)	https://genome.ucsc.edu/h/GCF_024763615.1
Plasmodium reichenowi CDC	GenBank	GCA_000723685.1	yes	356	0	14	Plasmodium reichenowi	CDC	PlasmoDB	5854.0	GCF_000723685.1_PREICH001	GCA_000723685.1	GCF_000723685.1	True	Plasmodium reichenowi	apicomplexans P.reichenowi (CDC 2014)	https://genome.ucsc.edu/h/GCF_000723685.1
Plasmodium relictum SGS1-like	GenBank	GCA_900005765.1	yes	460	0	14	Plasmodium relictum	SGS1-like	PlasmoDB	85471.0	GCF_900005765.1_PRELSG	GCA_900005765.1	GCF_900005765.1	False	Plasmodium relictum	apicomplexans P.relictum (SGS1 2016)	https://genome.ucsc.edu/h/GCF_900005765.1
Puccinia sorghi strain RO10H11247	INSDC	GCA_001263375.1	yes	0	15715	0	Puccinia sorghi	strain RO10H11247	FungiDB	27349.0	GCA_001263375.1_ASM126337v1	GCA_001263375.1		False	Puccinia sorghi	rust P.sorghi (RO10H11247 2015)	https://genome.ucsc.edu/h/GCA_001263375.1
Puccinia striiformis strain 93-210	INSDC	GCA_002920065.1	yes	0	492	0	Puccinia striiformis	strain 93-210	FungiDB	27350.0	GCA_002920065.1_ASM292006v1	GCA_002920065.1		False	Puccinia striiformis	rust P.striiformis (93-210 2018)	https://genome.ucsc.edu/h/GCA_002920065.1
